stock_code,product_role,evidence_description,evidence_rows_before_cutoff,decision_reason
23145,merchandise,ZINC T-LIGHT HOLDER STAR LARGE,162,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23146,merchandise,TRIPLE HOOK ANTIQUE IVORY ROSE,230,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23147,merchandise,SINGLE ANTIQUE ROSE HOOK IVORY,259,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23148,merchandise,MINIATURE ANTIQUE ROSE HOOK IVORY,241,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23149,merchandise,ANTIQUE IVORY WIRE BOWL SMALL,21,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23150,merchandise,IVORY SWEETHEART SOAP DISH,46,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23151,merchandise,ZINC SWEETHEART SOAP DISH,15,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23152,merchandise,IVORY SWEETHEART WIRE LETTER RACK,160,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23153,merchandise,ZINC SWEETHEART WIRE LETTER RACK,87,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23154,merchandise,SET OF 4 JAM JAR MAGNETS,236,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23155,merchandise,KNICKERBOCKERGLORY MAGNET ASSORTED,136,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23156,merchandise,SET OF 5 MINI GROCERY MAGNETS,206,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23157,merchandise,SET OF 6 NATIVITY MAGNETS,170,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23158,merchandise,SET OF 5 LUCKY CAT MAGNETS,236,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23159,merchandise,SET OF 5 PANCAKE DAY MAGNETS,230,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23160,merchandise,REGENCY TEA SPOON,75,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23161,merchandise,REGENCY CAKE FORK,94,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23162,merchandise,REGENCY TEA STRAINER,169,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23163,merchandise,REGENCY SUGAR TONGS,197,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23164,merchandise,REGENCY CAKE SLICE,88,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23165,merchandise,LARGE CERAMIC TOP STORAGE JAR,270,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23166,merchandise,MEDIUM CERAMIC TOP STORAGE JAR,236,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23167,merchandise,SMALL CERAMIC TOP STORAGE JAR,229,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23168,merchandise,CLASSIC CAFE SUGAR DISPENSER,310,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23169,merchandise,CLASSIC GLASS COOKIE JAR,290,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23170,merchandise,REGENCY TEA PLATE ROSES,429,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23171,merchandise,REGENCY TEA PLATE GREEN,366,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23172,merchandise,REGENCY TEA PLATE PINK,288,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23173,merchandise,REGENCY TEAPOT ROSES,411,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23174,merchandise,REGENCY SUGAR BOWL GREEN,310,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23175,merchandise,REGENCY MILK JUG PINK,317,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23176,merchandise,ABC TREASURE BOOK BOX,220,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23177,merchandise,TREASURE ISLAND BOOK BOX,257,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23178,merchandise,JAM CLOCK MAGNET,64,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23179,merchandise,CLOCK MAGNET MUM'S KITCHEN,50,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23180,merchandise,MUM'S KITCHEN CLOCK,46,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23181,merchandise,BULL DOG BOTTLE TOP WALL CLOCK,79,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23182,merchandise,TOILET SIGN OCCUPIED OR VACANT,432,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23183,merchandise,MOTHER'S KITCHEN SPOON REST,82,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23184,merchandise,BULL DOG BOTTLE OPENER,249,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23185,merchandise,FRENCH STYLE STORAGE JAR JAM,31,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23186,merchandise,FRENCH STYLE STORAGE JAR CAFE,69,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23187,merchandise,FRENCH STYLE STORAGE JAR BONBONS,75,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23188,merchandise,VINTAGE  2 METER FOLDING RULER,184,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23189,merchandise,SET OF 12 FORK CANDLES,135,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23190,merchandise,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,197,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23191,merchandise,BUNDLE OF 3 RETRO NOTE BOOKS,270,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23192,merchandise,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,341,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23193,merchandise,BUFFALO BILL TREASURE BOOK BOX,170,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23194,merchandise,GYMKHANA TREASURE BOOK BOX,190,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23196,merchandise,VINTAGE LEAF MAGNETIC NOTEPAD,263,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23197,merchandise,SKETCHBOOK MAGNETIC SHOPPING LIST,227,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23198,merchandise,PANTRY MAGNETIC  SHOPPING LIST,457,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23199,merchandise,JUMBO BAG APPLES,956,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23200,merchandise,JUMBO BAG PEARS,582,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23201,merchandise,JUMBO BAG ALPHABET,877,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23202,merchandise,JUMBO BAG VINTAGE LEAF,851,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23203,merchandise,JUMBO BAG VINTAGE DOILY,679,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23204,merchandise,CHARLOTTE BAG APPLES DESIGN,563,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23205,merchandise,CHARLOTTE BAG VINTAGE ALPHABET,429,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23206,merchandise,LUNCH BAG APPLE DESIGN,1035,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23207,merchandise,LUNCH BAG ALPHABET DESIGN,742,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23208,merchandise,LUNCH BAG VINTAGE LEAF DESIGN,657,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23209,merchandise,LUNCH BAG VINTAGE DOILY,576,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23210,merchandise,WHITE ROCKING HORSE HAND PAINTED,182,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23211,merchandise,RED ROCKING HORSE HAND PAINTED,146,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23212,merchandise,HEART WREATH DECORATION WITH BELL,168,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23213,merchandise,STAR WREATH DECORATION WITH BELL,142,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23214,merchandise,JINGLE BELL HEART ANTIQUE GOLD,98,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23215,merchandise,JINGLE BELL HEART ANTIQUE SILVER,200,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23216,merchandise,LAUREL HEART ANTIQUE GOLD,41,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23217,merchandise,LAUREL HEART ANTIQUE SILVER,92,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23218,merchandise,LAUREL STAR ANTIQUE GOLD,37,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23219,merchandise,LAUREL STAR ANTIQUE SILVER,59,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23220,merchandise,REINDEER HEART DECORATION GOLD,91,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23221,merchandise,REINDEER HEART DECORATION SILVER,136,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23222,merchandise,CHRISTMAS TREE HANGING GOLD,69,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23223,merchandise,CHRISTMAS TREE HANGING SILVER,80,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23224,merchandise,CHERUB HEART DECORATION GOLD,60,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
23225,merchandise,CHERUB HEART DECORATION SILVER,80,Descriptive catalogue item on positive numeric invoice before cutoff; exception codes reviewed separately
